ID1	ID2	GRM	KING
s18	s50	0.0369	0.0000
s18	s51	0.0215	0.0000
s18	s52	0.0641	0.0000
s18	s53	0.0725	0.0000
s18	s54	-0.0117	0.0000
s18	s55	0.0692	0.0000
s18	s57	0.0486	0.0000
s18	s58	0.0712	0.0000
s18	s59	0.0525	0.0000
s18	s60	0.0733	0.0000
s18	s61	0.0508	0.0000
s18	s64	0.0676	0.0000
s18	s66	0.0723	0.0000
s18	s67	-0.0135	0.0000
s18	s68	-0.0111	0.0000
s18	s69	0.0526	0.0000
s18	s73	-0.0191	0.0000
s18	s74	-0.0939	0.0000
s18	s75	-0.0922	0.0000
s18	s76	0.0616	0.0000
s18	s77	0.0706	0.0000
s18	s78	0.0700	0.0000
s18	s79	-0.0917	0.0000
s18	s82	0.0687	0.0000
s18	s83	0.0086	0.0000
s18	s84	0.0617	0.0000
s18	s85	0.0062	0.0000
s18	s87	0.0663	0.0000
s18	s91	-0.0614	0.0000
s18	s92	0.0449	0.0000
s18	s93	0.0449	0.0000
s18	s94	-0.0649	0.0000
s18	s95	-0.0134	0.0000
s19	s20	0.0653	0.0000
s19	s24	0.0651	0.0000
s19	s26	0.0310	0.0000
s19	s27	-0.0096	0.0000
s19	s28	-0.0941	0.0000
s19	s29	0.0674	0.0000
s19	s30	-0.0565	0.0000
s19	s31	0.0667	0.0000
s19	s32	-0.0105	0.0000
s19	s33	-0.0563	0.0000
s19	s34	-0.0581	0.0000
s19	s35	0.0712	0.0000
s19	s36	0.0728	0.0000
s19	s37	0.0636	0.0000
s19	s38	-0.0971	0.0000
s19	s41	0.0808	0.0000
s19	s42	0.0539	0.0000
s19	s43	0.0467	0.0000
s19	s46	0.0452	0.0000
s19	s47	0.0366	0.0000
s19	s48	0.0324	0.0000
s19	s49	-0.0988	0.0000
s19	s50	0.0298	0.0000
s19	s51	0.0290	0.0000
s19	s52	0.0796	0.0000
s19	s53	0.0665	0.0000
s19	s54	-0.0056	0.0000
s19	s55	0.0673	0.0000
s19	s57	0.0389	0.0000
s19	s58	0.0731	0.0000
s19	s59	0.0517	0.0000
s19	s60	0.0738	0.0000
s19	s61	0.0522	0.0000
s19	s64	0.0742	0.0000
s19	s66	0.0678	0.0000
s19	s67	-0.0112	0.0000
s19	s68	-0.0069	0.0000
s19	s69	0.0465	0.0000
s19	s73	-0.0105	0.0000
s19	s74	-0.0975	0.0000
s19	s75	-0.0977	0.0000
s19	s76	0.0641	0.0000
s19	s77	0.5641	0.2524
s19	s78	0.0657	0.0000
s19	s79	-0.0959	0.0000
s19	s82	0.5611	0.2516
s19	s83	0.0078	0.0000
s19	s84	0.0612	0.0000
s19	s85	0.0022	0.0000
s19	s87	0.0584	0.0000
s19	s91	-0.0569	0.0000
s19	s92	0.0504	0.0000
s19	s93	0.0504	0.0000
s19	s94	-0.0612	0.0000
s19	s95	-0.0112	0.0000
s20	s24	0.0665	0.0000
s20	s26	0.0340	0.0000
s20	s27	-0.0074	0.0000
s20	s28	-0.0906	0.0000
s20	s29	0.0720	0.0000
s20	s30	-0.0586	0.0000
s20	s31	0.0687	0.0000
s20	s32	-0.0077	0.0000
s20	s33	-0.0569	0.0000
s20	s34	-0.0617	0.0000
s20	s35	0.0734	0.0000
s20	s36	0.0707	0.0000
s20	s37	0.0710	0.0000
s20	s38	-0.0910	0.0000
s20	s41	0.0785	0.0000
s20	s42	0.0528	0.0000
s20	s43	0.0543	0.0000
s20	s46	0.0567	0.0000
s20	s47	0.0491	0.0000
s20	s48	0.0359	0.0000
s20	s49	-0.0884	0.0000
s20	s50	0.0377	0.0000
s20	s51	0.0265	0.0000
s20	s52	0.0709	0.0000
s20	s53	0.0727	0.0000
s20	s54	-0.0050	0.0000
s20	s55	0.5572	0.2522
s20	s57	0.0480	0.0000
s20	s58	0.0689	0.0000
s20	s59	0.0540	0.0000
s20	s60	0.0702	0.0000
s20	s61	0.0597	0.0000
s20	s64	0.0729	0.0000
s20	s66	0.0749	0.0000
s20	s67	-0.0105	0.0000
s20	s68	-0.0079	0.0000
s20	s69	0.0591	0.0000
s20	s73	-0.0080	0.0000
s20	s74	-0.0914	0.0000
s20	s75	-0.0913	0.0000
s20	s76	0.0643	0.0000
s20	s77	0.0695	0.0000
s20	s78	0.0721	0.0000
s20	s79	-0.0873	0.0000
s20	s82	0.0695	0.0000
s20	s83	0.0089	0.0000
s20	s84	0.0606	0.0000
s20	s85	0.0063	0.0000
s20	s87	0.0642	0.0000
s20	s91	-0.0594	0.0000
s20	s92	0.0546	0.0000
s20	s93	0.0546	0.0000
s20	s94	-0.0606	0.0000
s20	s95	-0.0105	0.0000
s24	s26	0.0263	0.0000
s24	s27	-0.0126	0.0000
s24	s28	-0.0937	0.0000
s24	s29	0.0695	0.0000
s24	s30	-0.0581	0.0000
s24	s31	0.0718	0.0000
s24	s32	-0.0113	0.0000
s24	s33	-0.0604	0.0000
s24	s34	-0.0589	0.0000
s24	s35	0.0709	0.0000
s24	s36	0.0696	0.0000
s24	s37	0.0624	0.0000
s24	s38	-0.0990	0.0000
s24	s41	0.0768	0.0000
s24	s42	0.0649	0.0000
s24	s43	0.0555	0.0000
s24	s46	0.0671	0.0000
s24	s47	0.0307	0.0000
s24	s48	0.0273	0.0000
s24	s49	-0.0985	0.0000
s24	s50	0.0351	0.0000
s24	s51	0.0290	0.0000
s24	s52	0.0729	0.0000
s24	s53	0.5678	0.2526
s24	s54	-0.0106	0.0000
s24	s55	0.0633	0.0000
s24	s57	0.0369	0.0000
s24	s58	0.5578	0.2527
s24	s59	0.0594	0.0000
s24	s60	0.0648	0.0000
s24	s61	0.0525	0.0000
s24	s64	0.0709	0.0000
s24	s66	0.0751	0.0000
s24	s67	-0.0101	0.0000
s24	s68	-0.0077	0.0000
s24	s69	0.0512	0.0000
s24	s73	-0.0064	0.0000
s24	s74	-0.0967	0.0000
s24	s75	-0.0974	0.0000
s24	s76	0.0861	0.0000
s24	s77	0.0663	0.0000
s24	s78	0.0652	0.0000
s24	s79	-0.0950	0.0000
s24	s82	0.0654	0.0000
s24	s83	0.0084	0.0000
s24	s84	0.0593	0.0000
s24	s85	0.0040	0.0000
s24	s87	0.0619	0.0000
s24	s91	-0.0572	0.0000
s24	s92	0.0578	0.0000
s24	s93	0.0578	0.0000
s24	s94	-0.0575	0.0000
s24	s95	-0.0101	0.0000
s26	s27	-0.0154	0.0000
s26	s28	-0.0640	0.0000
s26	s29	0.0362	0.0000
s26	s30	-0.0393	0.0000
s26	s31	0.0339	0.0000
s26	s32	-0.0158	0.0000
s26	s33	-0.0287	0.0000
s26	s34	-0.0389	0.0000
s26	s35	0.0324	0.0000
s26	s36	0.0328	0.0000
s26	s37	0.0319	0.0000
s26	s38	-0.0664	0.0000
s26	s41	0.0342	0.0000
s26	s42	0.0120	0.0000
s26	s43	0.0146	0.0000
s26	s46	0.0142	0.0000
s26	s47	0.5077	0.2516
s26	s48	0.2266	0.1122
s26	s49	-0.0657	0.0000
s26	s50	0.0262	0.0000
s26	s51	0.0253	0.0000
s26	s52	0.0388	0.0000
s26	s53	0.0270	0.0000
s26	s54	-0.0133	0.0000
s26	s55	0.0291	0.0000
s26	s57	0.5087	0.2508
s26	s58	0.0359	0.0000
s26	s59	0.0116	0.0000
s26	s60	0.0302	0.0000
s26	s61	0.0167	0.0000
s26	s64	0.0341	0.0000
s26	s66	0.0325	0.0000
s26	s67	-0.0188	0.0000
s26	s68	-0.0168	0.0000
s26	s69	0.0238	0.0000
s26	s73	-0.0189	0.0000
s26	s74	-0.0667	0.0000
s26	s75	-0.0682	0.0000
s26	s76	0.0274	0.0000
s26	s77	0.0325	0.0000
s26	s78	0.0363	0.0000
s26	s79	-0.0629	0.0000
s26	s82	0.0333	0.0000
s26	s83	0.0189	0.0000
s26	s84	0.0217	0.0000
s26	s85	0.0230	0.0000
s26	s87	0.0241	0.0000
s26	s91	-0.0395	0.0000
s26	s92	0.0114	0.0000
s26	s93	0.0114	0.0000
s26	s94	-0.0419	0.0000
s26	s95	-0.0188	0.0000
s27	s28	-0.0659	0.0000
s27	s29	-0.0112	0.0000
s27	s30	0.0101	0.0000
s27	s31	-0.0174	0.0000
s27	s32	0.5122	0.2511
s27	s33	0.0145	0.0000
s27	s34	0.0103	0.0000
s27	s35	-0.0136	0.0000
s27	s36	-0.0116	0.0000
s27	s37	-0.0188	0.0000
s27	s38	-0.0670	0.0000
s27	s41	-0.0113	0.0000
s27	s42	-0.0295	0.0000
s27	s43	-0.0297	0.0000
s27	s46	-0.0277	0.0000
s27	s47	-0.0157	0.0000
s27	s48	-0.0140	0.0000
s27	s49	-0.0665	0.0000
s27	s50	-0.0111	0.0000
s27	s51	-0.0066	0.0000
s27	s52	-0.0102	0.0000
s27	s53	-0.0081	0.0000
s27	s54	0.0577	0.0000
s27	s55	-0.0092	0.0000
s27	s57	-0.0182	0.0000
s27	s58	-0.0093	0.0000
s27	s59	-0.0327	0.0000
s27	s60	-0.0050	0.0000
s27	s61	-0.0320	0.0000
s27	s64	-0.0129	0.0000
s27	s66	-0.0086	0.0000
s27	s67	0.0486	0.0000
s27	s68	0.0543	0.0000
s27	s69	-0.0119	0.0000
s27	s73	0.0499	0.0000
s27	s74	-0.0676	0.0000
s27	s75	-0.0671	0.0000
s27	s76	-0.0130	0.0000
s27	s77	-0.0114	0.0000
s27	s78	-0.0124	0.0000
s27	s79	-0.0682	0.0000
s27	s82	-0.0087	0.0000
s27	s83	-0.0134	0.0000
s27	s84	-0.0161	0.0000
s27	s85	-0.0106	0.0000
s27	s87	-0.0128	0.0000
s27	s91	0.0092	0.0000
s27	s92	-0.0343	0.0000
s27	s93	-0.0344	0.0000
s27	s94	0.0084	0.0000
s27	s95	0.0486	0.0000
s28	s29	-0.0888	0.0000
s28	s30	-0.0875	0.0000
s28	s31	-0.0854	0.0000
s28	s32	-0.0688	0.0000
s28	s33	-0.0837	0.0000
s28	s34	-0.0884	0.0000
s28	s35	-0.0869	0.0000
s28	s36	-0.0858	0.0000
s28	s37	-0.0853	0.0000
s28	s38	0.2669	0.0000
s28	s41	-0.0965	0.0000
s28	s42	-0.0961	0.0000
s28	s43	-0.0930	0.0000
s28	s46	-0.0912	0.0000
s28	s47	-0.0729	0.0000
s28	s48	-0.0754	0.0000
s28	s49	0.2732	0.0000
s28	s50	-0.0886	0.0000
s28	s51	-0.0763	0.0000
s28	s52	-0.0869	0.0000
s28	s53	-0.0932	0.0000
s28	s54	-0.0695	0.0000
s28	s55	-0.0966	0.0000
s28	s57	-0.0750	0.0000
s28	s58	-0.0920	0.0000
s28	s59	-0.0908	0.0000
s28	s60	-0.0910	0.0000
s28	s61	-0.0892	0.0000
s28	s64	-0.0953	0.0000
s28	s66	-0.0878	0.0000
s28	s67	-0.0744	0.0000
s28	s68	-0.0753	0.0000
s28	s69	-0.0773	0.0000
s28	s73	-0.0738	0.0000
s28	s74	0.7305	0.2520
s28	s75	0.2684	0.0000
s28	s76	-0.0788	0.0000
s28	s77	-0.0897	0.0000
s28	s78	-0.0890	0.0000
s28	s79	0.2778	0.0000
s28	s82	-0.0908	0.0000
s28	s83	-0.0809	0.0000
s28	s84	-0.0890	0.0000
s28	s85	-0.0760	0.0000
s28	s87	-0.0866	0.0000
s28	s91	-0.0847	0.0000
s28	s92	-0.0952	0.0000
s28	s93	-0.0952	0.0000
s28	s94	-0.0906	0.0000
s28	s95	-0.0744	0.0000
s29	s30	-0.0637	0.0000
s29	s31	0.0678	0.0000
s29	s32	-0.0114	0.0000
s29	s33	-0.0599	0.0000
s29	s34	-0.0603	0.0000
s29	s35	0.0683	0.0000
s29	s36	0.0684	0.0000
s29	s37	0.0754	0.0000
s29	s38	-0.0910	0.0000
s29	s41	0.0766	0.0000
s29	s42	0.0529	0.0000
s29	s43	0.0524	0.0000
s29	s46	0.0491	0.0000
s29	s47	0.0444	0.0000
s29	s48	0.0371	0.0000
s29	s49	-0.0948	0.0000
s29	s50	0.0345	0.0000
s29	s51	0.0279	0.0000
s29	s52	0.0672	0.0000
s29	s53	0.0743	0.0000
s29	s54	-0.0088	0.0000
s29	s55	0.0675	0.0000
s29	s57	0.0476	0.0000
s29	s58	0.0752	0.0000
s29	s59	0.0539	0.0000
s29	s60	0.0746	0.0000
s29	s61	0.0559	0.0000
s29	s64	0.0714	0.0000
s29	s66	0.0802	0.0000
s29	s67	-0.0063	0.0000
s29	s68	-0.0061	0.0000
s29	s69	0.0550	0.0000
s29	s73	-0.0144	0.0000
s29	s74	-0.0913	0.0000
s29	s75	-0.0903	0.0000
s29	s76	0.0657	0.0000
s29	s77	0.0703	0.0000
s29	s78	0.0751	0.0000
s29	s79	-0.0947	0.0000
s29	s82	0.0748	0.0000
s29	s83	0.0140	0.0000
s29	s84	0.0641	0.0000
s29	s85	0.0056	0.0000
s29	s87	0.0689	0.0000
s29	s91	-0.0614	0.0000
s29	s92	0.0485	0.0000
s29	s93	0.0485	0.0000
s29	s94	-0.0649	0.0000
s29	s95	-0.0063	0.0000
s30	s31	-0.0599	0.0000
s30	s32	0.0053	0.0000
s30	s33	0.5453	0.2507
s30	s34	0.3771	0.1471
s30	s35	-0.0684	0.0000
s30	s36	-0.0632	0.0000
s30	s37	-0.0608	0.0000
s30	s38	-0.0864	0.0000
s30	s41	-0.0596	0.0000
s30	s42	-0.0854	0.0000
s30	s43	-0.0814	0.0000
s30	s46	-0.0836	0.0000
s30	s47	-0.0522	0.0000
s30	s48	-0.0375	0.0000
s30	s49	-0.0918	0.0000
s30	s50	-0.0201	0.0000
s30	s51	-0.0211	0.0000
s30	s52	-0.0621	0.0000
s30	s53	-0.0608	0.0000
s30	s54	0.0047	0.0000
s30	s55	-0.0649	0.0000
s30	s57	-0.0546	0.0000
s30	s58	-0.0566	0.0000
s30	s59	-0.0831	0.0000
s30	s60	-0.0621	0.0000
s30	s61	-0.0821	0.0000
s30	s64	-0.0610	0.0000
s30	s66	-0.0628	0.0000
s30	s67	-0.0014	0.0000
s30	s68	-0.0021	0.0000
s30	s69	-0.0598	0.0000
s30	s73	-0.0017	0.0000
s30	s74	-0.0887	0.0000
s30	s75	-0.0860	0.0000
s30	s76	-0.0774	0.0000
s30	s77	-0.0600	0.0000
s30	s78	-0.0611	0.0000
s30	s79	-0.0894	0.0000
s30	s82	-0.0595	0.0000
s30	s83	-0.0033	0.0000
s30	s84	-0.0745	0.0000
s30	s85	-0.0024	0.0000
s30	s87	-0.0727	0.0000
s30	s91	0.3731	0.1370
s30	s92	-0.0848	0.0000
s30	s93	-0.0848	0.0000
s30	s94	0.5397	0.2548
s30	s95	-0.0014	0.0000
s31	s32	-0.0154	0.0000
s31	s33	-0.0540	0.0000
s31	s34	-0.0566	0.0000
s31	s35	0.0653	0.0000
s31	s36	0.5547	0.2505
s31	s37	0.0699	0.0000
s31	s38	-0.0906	0.0000
s31	s41	0.0664	0.0000
s31	s42	0.0523	0.0000
s31	s43	0.0509	0.0000
s31	s46	0.0511	0.0000
s31	s47	0.0370	0.0000
s31	s48	0.0292	0.0000
s31	s49	-0.0947	0.0000
s31	s50	0.0341	0.0000
s31	s51	0.0235	0.0000
s31	s52	0.0673	0.0000
s31	s53	0.0721	0.0000
s31	s54	-0.0051	0.0000
s31	s55	0.0637	0.0000
s31	s57	0.0386	0.0000
s31	s58	0.0766	0.0000
s31	s59	0.0521	0.0000
s31	s60	0.0684	0.0000
s31	s61	0.0518	0.0000
s31	s64	0.0731	0.0000
s31	s66	0.0683	0.0000
s31	s67	-0.0147	0.0000
s31	s68	-0.0073	0.0000
s31	s69	0.0454	0.0000
s31	s73	-0.0161	0.0000
s31	s74	-0.0905	0.0000
s31	s75	-0.0903	0.0000
s31	s76	0.0654	0.0000
s31	s77	0.0701	0.0000
s31	s78	0.0727	0.0000
s31	s79	-0.0887	0.0000
s31	s82	0.0695	0.0000
s31	s83	0.0085	0.0000
s31	s84	0.0626	0.0000
s31	s85	0.0080	0.0000
s31	s87	0.0708	0.0000
s31	s91	-0.0573	0.0000
s31	s92	0.0502	0.0000
s31	s93	0.0502	0.0000
s31	s94	-0.0609	0.0000
s31	s95	-0.0147	0.0000
s32	s33	0.0104	0.0000
s32	s34	0.0037	0.0000
s32	s35	-0.0097	0.0000
s32	s36	-0.0125	0.0000
s32	s37	-0.0162	0.0000
s32	s38	-0.0689	0.0000
s32	s41	-0.0091	0.0000
s32	s42	-0.0286	0.0000
s32	s43	-0.0309	0.0000
s32	s46	-0.0257	0.0000
s32	s47	-0.0167	0.0000
s32	s48	-0.0193	0.0000
s32	s49	-0.0710	0.0000
s32	s50	-0.0060	0.0000
s32	s51	-0.0112	0.0000
s32	s52	-0.0134	0.0000
s32	s53	-0.0082	0.0000
s32	s54	0.5198	0.2470
s32	s55	-0.0105	0.0000
s32	s57	-0.0177	0.0000
s32	s58	-0.0093	0.0000
s32	s59	-0.0262	0.0000
s32	s60	-0.0047	0.0000
s32	s61	-0.0292	0.0000
s32	s64	-0.0100	0.0000
s32	s66	-0.0113	0.0000
s32	s67	0.0444	0.0000
s32	s68	0.0465	0.0000
s32	s69	-0.0107	0.0000
s32	s73	0.0498	0.0000
s32	s74	-0.0700	0.0000
s32	s75	-0.0699	0.0000
s32	s76	-0.0188	0.0000
s32	s77	-0.0139	0.0000
s32	s78	-0.0123	0.0000
s32	s79	-0.0698	0.0000
s32	s82	-0.0056	0.0000
s32	s83	-0.0129	0.0000
s32	s84	-0.0152	0.0000
s32	s85	-0.0101	0.0000
s32	s87	-0.0164	0.0000
s32	s91	0.0052	0.0000
s32	s92	-0.0351	0.0000
s32	s93	-0.0351	0.0000
s32	s94	0.0005	0.0000
s32	s95	0.0444	0.0000
s33	s34	0.1684	0.0000
s33	s35	-0.0618	0.0000
s33	s36	-0.0567	0.0000
s33	s37	-0.0613	0.0000
s33	s38	-0.0809	0.0000
s33	s41	-0.0576	0.0000
s33	s42	-0.0821	0.0000
s33	s43	-0.0809	0.0000
s33	s46	-0.0813	0.0000
s33	s47	-0.0426	0.0000
s33	s48	-0.0315	0.0000
s33	s49	-0.0849	0.0000
s33	s50	-0.0130	0.0000
s33	s51	-0.0156	0.0000
s33	s52	-0.0540	0.0000
s33	s53	-0.0549	0.0000
s33	s54	0.0126	0.0000
s33	s55	-0.0598	0.0000
s33	s57	-0.0434	0.0000
s33	s58	-0.0580	0.0000
s33	s59	-0.0841	0.0000
s33	s60	-0.0577	0.0000
s33	s61	-0.0790	0.0000
s33	s64	-0.0571	0.0000
s33	s66	-0.0566	0.0000
s33	s67	0.0022	0.0000
s33	s68	0.0059	0.0000
s33	s69	-0.0544	0.0000
s33	s73	0.0050	0.0000
s33	s74	-0.0837	0.0000
s33	s75	-0.0814	0.0000
s33	s76	-0.0711	0.0000
s33	s77	-0.0579	0.0000
s33	s78	-0.0614	0.0000
s33	s79	-0.0812	0.0000
s33	s82	-0.0580	0.0000
s33	s83	0.0006	0.0000
s33	s84	-0.0702	0.0000
s33	s85	0.0002	0.0000
s33	s87	-0.0709	0.0000
s33	s91	0.1722	0.0000
s33	s92	-0.0840	0.0000
s33	s93	-0.0840	0.0000
s33	s94	0.1666	0.0000
s33	s95	0.0022	0.0000
s34	s35	-0.0629	0.0000
s34	s36	-0.0603	0.0000
s34	s37	-0.0576	0.0000
s34	s38	-0.0833	0.0000
s34	s41	-0.0618	0.0000
s34	s42	-0.0797	0.0000
s34	s43	-0.0827	0.0000
s34	s46	-0.0839	0.0000
s34	s47	-0.0523	0.0000
s34	s48	-0.0402	0.0000
s34	s49	-0.0882	0.0000
s34	s50	-0.0184	0.0000
s34	s51	-0.0201	0.0000
s34	s52	-0.0617	0.0000
s34	s53	-0.0613	0.0000
s34	s54	-0.0003	0.0000
s34	s55	-0.0631	0.0000
s34	s57	-0.0537	0.0000
s34	s58	-0.0601	0.0000
s34	s59	-0.0806	0.0000
s34	s60	-0.0601	0.0000
s34	s61	-0.0791	0.0000
s34	s64	-0.0613	0.0000
s34	s66	-0.0625	0.0000
s34	s67	-0.0061	0.0000
s34	s68	-0.0051	0.0000
s34	s69	-0.0604	0.0000
s34	s73	-0.0068	0.0000
s34	s74	-0.0853	0.0000
s34	s75	-0.0849	0.0000
s34	s76	-0.0798	0.0000
s34	s77	-0.0583	0.0000
s34	s78	-0.0591	0.0000
s34	s79	-0.0876	0.0000
s34	s82	-0.0624	0.0000
s34	s83	-0.0042	0.0000
s34	s84	-0.0677	0.0000
s34	s85	-0.0040	0.0000
s34	s87	-0.0727	0.0000
s34	s91	0.5430	0.2479
s34	s92	-0.0830	0.0000
s34	s93	-0.0830	0.0000
s34	s94	0.5445	0.2611
s34	s95	-0.0061	0.0000
s35	s36	0.0639	0.0000
s35	s37	0.0668	0.0000
s35	s38	-0.0921	0.0000
s35	s41	0.0754	0.0000
s35	s42	0.0532	0.0000
s35	s43	0.0535	0.0000
s35	s46	0.0573	0.0000
s35	s47	0.0412	0.0000
s35	s48	0.0357	0.0000
s35	s49	-0.0947	0.0000
s35	s50	0.0418	0.0000
s35	s51	0.0283	0.0000
s35	s52	0.0701	0.0000
s35	s53	0.0667	0.0000
s35	s54	-0.0010	0.0000
s35	s55	0.5586	0.2529
s35	s57	0.0427	0.0000
s35	s58	0.0794	0.0000
s35	s59	0.0601	0.0000
s35	s60	0.0768	0.0000
s35	s61	0.0565	0.0000
s35	s64	0.0718	0.0000
s35	s66	0.0749	0.0000
s35	s67	-0.0079	0.0000
s35	s68	-0.0049	0.0000
s35	s69	0.0491	0.0000
s35	s73	-0.0082	0.0000
s35	s74	-0.0913	0.0000
s35	s75	-0.0950	0.0000
s35	s76	0.0676	0.0000
s35	s77	0.0704	0.0000
s35	s78	0.0703	0.0000
s35	s79	-0.0939	0.0000
s35	s82	0.0787	0.0000
s35	s83	0.0083	0.0000
s35	s84	0.0691	0.0000
s35	s85	0.0023	0.0000
s35	s87	0.0640	0.0000
s35	s91	-0.0592	0.0000
s35	s92	0.0551	0.0000
s35	s93	0.0552	0.0000
s35	s94	-0.0642	0.0000
s35	s95	-0.0079	0.0000
s36	s37	0.0651	0.0000
s36	s38	-0.0973	0.0000
s36	s41	0.0727	0.0000
s36	s42	0.0522	0.0000
s36	s43	0.0500	0.0000
s36	s46	0.0490	0.0000
s36	s47	0.0378	0.0000
s36	s48	0.0292	0.0000
s36	s49	-0.0952	0.0000
s36	s50	0.0348	0.0000
s36	s51	0.0264	0.0000
s36	s52	0.5653	0.2524
s36	s53	0.0696	0.0000
s36	s54	-0.0055	0.0000
s36	s55	0.0607	0.0000
s36	s57	0.0376	0.0000
s36	s58	0.0728	0.0000
s36	s59	0.0534	0.0000
s36	s60	0.0746	0.0000
s36	s61	0.0476	0.0000
s36	s64	0.0700	0.0000
s36	s66	0.0666	0.0000
s36	s67	-0.0162	0.0000
s36	s68	-0.0123	0.0000
s36	s69	0.0473	0.0000
s36	s73	-0.0139	0.0000
s36	s74	-0.0914	0.0000
s36	s75	-0.0955	0.0000
s36	s76	0.0723	0.0000
s36	s77	0.0715	0.0000
s36	s78	0.0695	0.0000
s36	s79	-0.0919	0.0000
s36	s82	0.0774	0.0000
s36	s83	0.0063	0.0000
s36	s84	0.0509	0.0000
s36	s85	0.0039	0.0000
s36	s87	0.0683	0.0000
s36	s91	-0.0607	0.0000
s36	s92	0.0507	0.0000
s36	s93	0.0507	0.0000
s36	s94	-0.0629	0.0000
s36	s95	-0.0162	0.0000
s37	s38	-0.0915	0.0000
s37	s41	0.0739	0.0000
s37	s42	0.0443	0.0000
s37	s43	0.0467	0.0000
s37	s46	0.0469	0.0000
s37	s47	0.0387	0.0000
s37	s48	0.0301	0.0000
s37	s49	-0.0907	0.0000
s37	s50	0.0380	0.0000
s37	s51	0.0212	0.0000
s37	s52	0.0669	0.0000
s37	s53	0.0654	0.0000
s37	s54	-0.0072	0.0000
s37	s55	0.0688	0.0000
s37	s57	0.0400	0.0000
s37	s58	0.0663	0.0000
s37	s59	0.0432	0.0000
s37	s60	0.0653	0.0000
s37	s61	0.0527	0.0000
s37	s64	0.0737	0.0000
s37	s66	0.0750	0.0000
s37	s67	-0.0145	0.0000
s37	s68	-0.0091	0.0000
s37	s69	0.0460	0.0000
s37	s73	-0.0140	0.0000
s37	s74	-0.0925	0.0000
s37	s75	-0.0911	0.0000
s37	s76	0.0603	0.0000
s37	s77	0.0712	0.0000
s37	s78	0.5645	0.2516
s37	s79	-0.0890	0.0000
s37	s82	0.0688	0.0000
s37	s83	0.0122	0.0000
s37	s84	0.0637	0.0000
s37	s85	0.0081	0.0000
s37	s87	0.0635	0.0000
s37	s91	-0.0598	0.0000
s37	s92	0.0466	0.0000
s37	s93	0.0466	0.0000
s37	s94	-0.0604	0.0000
s37	s95	-0.0145	0.0000
s38	s41	-0.0889	0.0000
s38	s42	-0.0893	0.0000
s38	s43	-0.0906	0.0000
s38	s46	-0.0916	0.0000
s38	s47	-0.0767	0.0000
s38	s48	-0.0789	0.0000
s38	s49	0.5254	0.1454
s38	s50	-0.0852	0.0000
s38	s51	-0.0775	0.0000
s38	s52	-0.0924	0.0000
s38	s53	-0.0929	0.0000
s38	s54	-0.0675	0.0000
s38	s55	-0.0916	0.0000
s38	s57	-0.0772	0.0000
s38	s58	-0.0973	0.0000
s38	s59	-0.0911	0.0000
s38	s60	-0.0936	0.0000
s38	s61	-0.0893	0.0000
s38	s64	-0.0912	0.0000
s38	s66	-0.0893	0.0000
s38	s67	-0.0714	0.0000
s38	s68	-0.0772	0.0000
s38	s69	-0.0783	0.0000
s38	s73	-0.0696	0.0000
s38	s74	0.7213	0.2514
s38	s75	0.7233	0.2511
s38	s76	-0.0823	0.0000
s38	s77	-0.0897	0.0000
s38	s78	-0.0881	0.0000
s38	s79	0.2636	0.0000
s38	s82	-0.0925	0.0000
s38	s83	-0.0819	0.0000
s38	s84	-0.0785	0.0000
s38	s85	-0.0788	0.0000
s38	s87	-0.0861	0.0000
s38	s91	-0.0855	0.0000
s38	s92	-0.0973	0.0000
s38	s93	-0.0973	0.0000
s38	s94	-0.0909	0.0000
s38	s95	-0.0714	0.0000
s41	s42	0.0530	0.0000
s41	s43	0.0519	0.0000
s41	s46	0.0498	0.0000
s41	s47	0.0480	0.0000
s41	s48	0.0392	0.0000
s41	s49	-0.0881	0.0000
s41	s50	0.0368	0.0000
s41	s51	0.0331	0.0000
s41	s52	0.0756	0.0000
s41	s53	0.0752	0.0000
s41	s54	-0.0089	0.0000
s41	s55	0.0745	0.0000
s41	s57	0.0408	0.0000
s41	s58	0.0756	0.0000
s41	s59	0.0593	0.0000
s41	s60	0.0743	0.0000
s41	s61	0.0530	0.0000
s41	s64	0.5765	0.2453
s41	s66	0.0746	0.0000
s41	s67	-0.0074	0.0000
s41	s68	-0.0073	0.0000
s41	s69	0.0532	0.0000
s41	s73	-0.0061	0.0000
s41	s74	-0.0930	0.0000
s41	s75	-0.0840	0.0000
s41	s76	0.0616	0.0000
s41	s77	0.0811	0.0000
s41	s78	0.0805	0.0000
s41	s79	-0.0931	0.0000
s41	s82	0.0803	0.0000
s41	s83	0.0080	0.0000
s41	s84	0.0596	0.0000
s41	s85	0.0047	0.0000
s41	s87	0.0702	0.0000
s41	s91	-0.0645	0.0000
s41	s92	0.0499	0.0000
s41	s93	0.0499	0.0000
s41	s94	-0.0645	0.0000
s41	s95	-0.0074	0.0000
s42	s43	0.5206	0.2156
s42	s46	0.6551	0.2684
s42	s47	0.0178	0.0000
s42	s48	0.0097	0.0000
s42	s49	-0.1005	0.0000
s42	s50	0.0198	0.0000
s42	s51	0.0055	0.0000
s42	s52	0.0636	0.0000
s42	s53	0.0654	0.0000
s42	s54	-0.0246	0.0000
s42	s55	0.0494	0.0000
s42	s57	0.0227	0.0000
s42	s58	0.0531	0.0000
s42	s59	0.6508	0.2696
